filename,date,name,title,organization,role
NT50000.txt,1967-01-03,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50000.txt,1967-01-03,Mr. Shepardson,,,
NT50000.txt,1967-01-03,Mr. Mitchell,,,
NT50000.txt,1967-01-03,Mr. Daane,,,
NT50000.txt,1967-01-03,Mr. Maisel,,,
NT50000.txt,1967-01-03,Mr. Brimmer,,,
NT50000.txt,1967-01-03,Mr. Sherman,Secretary,,Secretary
NT50000.txt,1967-01-03,Mr. Kenyon,Assistant Secretary,,
NT50000.txt,1967-01-03,Mr. Bakke,Assistant Secretary,,
NT50000.txt,1967-01-03,Mr. Young,Senior Adviser to the Board,,
NT50000.txt,1967-01-03,Mr. Brill,Senior Adviser to the Boar...,,
NT50000.txt,1967-01-03,Mr. Holland,Adviser to the Board,,
NT50000.txt,1967-01-03,Mr. Solomon,Adviser to the Board and Director,,
NT50000.txt,1967-01-03,Mr. Molony,Assistant to the Board,,
NT50000.txt,1967-01-03,Mr. Fauver,Assistant to the Board,,
NT50000.txt,1967-01-03,Mr. Hackley,General Counsel,,
NT50000.txt,1967-01-03,Mr. Solomon,Director,,
NT50000.txt,1967-01-03,Mr. Hexter,Associate General Counsel,,
NT50000.txt,1967-01-03,Mr. O'Connell,Assistant General Counsel,,
NT50000.txt,1967-01-03,Mr. Shay,Assistant General Counsel,,
NT50000.txt,1967-01-03,Mr. Sammons,Associate Director,,
NT50000.txt,1967-01-03,Mr. Leavitt,Assistant Director,,
NT50000.txt,1967-01-03,Mr. Dahl,Assistant Director,,
NT50000.txt,1967-01-03,Mr. Egertson,Assistant Director,,
NT50000.txt,1967-01-03,Miss Wolcott,Technical Assistant,,
NT50000.txt,1967-01-03,Mr. Forrestal,Senior Attorneys,,
NT50000.txt,1967-01-03,Mrs. Heller,Senior Attorneys,,
NT50000.txt,1967-01-03,Mr. Gemmill,Chief,,
NT50000.txt,1967-01-03,Mr. Maguire,Supervisory Review,,
NT50000.txt,1967-01-03,Mr. Lyon,Supervisory Review,,
NT50001.txt,1965-06-30,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50001.txt,1965-06-30,Mr. Shepardson,,,
NT50001.txt,1965-06-30,Mr. Mitchell,,,
NT50001.txt,1965-06-30,Mr. Daane,,,
NT50001.txt,1965-06-30,Mr. Maisel,,,
NT50001.txt,1965-06-30,Mr. Brimmer,,,
NT50001.txt,1965-06-30,Mr. Sherman,Secretary,,Secretary
NT50001.txt,1965-06-30,Mr. Kenyon,Assistant Secretary,,
NT50001.txt,1965-06-30,Mr. Bakke,Assistant Secretary,,
NT50001.txt,1965-06-30,Mr. Young,Senior Adviser to the Board,,
NT50001.txt,1965-06-30,Mr. Brill,Senior Adviser to the Boar...,,
NT50001.txt,1965-06-30,Mr. Holland,Adviser to the Board,,
NT50001.txt,1965-06-30,Mr. Molony,Assistant to the Board,,
NT50001.txt,1965-06-30,Mr. Fauver,Assistant to the Board,,
NT50001.txt,1965-06-30,Mr. Hackley,General Counsel,,
NT50001.txt,1965-06-30,Mr. Solomon,Director,,
NT50001.txt,1965-06-30,Mr. Johnson,Director,,
NT50001.txt,1965-06-30,Mr. Hexter,Associate General Counsel,,
NT50001.txt,1965-06-30,Mr. 0,,,
NT50001.txt,1965-06-30,Mr. Shay,Assistant General Counsel,,
NT50001.txt,1965-06-30,Mr. Dahl,Assistant Director,,
NT50001.txt,1965-06-30,Mr. Egertson,Assistant Director,,
NT50001.txt,1965-06-30,Mr. Spencer,Staff Assistant,,
NT50001.txt,1965-06-30,Mr. Forrestal,Senior Attorneys,,
NT50001.txt,1965-06-30,Mr. Via,Senior Attorneys,,
NT50001.txt,1965-06-30,Mr. Golden,Senior Economist,,
NT50001.txt,1965-06-30,Mr. Lyon,Supervisory Review Examiner,,
NT50001.txt,1965-06-30,Mr. Goodfellow,Review Examiner,,
NT50002.txt,1967-01-05,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50002.txt,1967-01-05,Mr. Shepardson,,,
NT50002.txt,1967-01-05,Mr. Mitchell,,,
NT50002.txt,1967-01-05,Mr. Maisel,,,
NT50002.txt,1967-01-05,Mr. Brimmer,,,
NT50002.txt,1967-01-05,Mr. Sherman,Secretary,,Secretary
NT50002.txt,1967-01-05,Mr. Kenyon,Assistant Secretary,,
NT50002.txt,1967-01-05,Mr. Bakke,Assistant Secretary,,
NT50002.txt,1967-01-05,Mr. Young,Senior Adviser to the Board,,
NT50002.txt,1967-01-05,Mr. Brill,Senior Adviser to the Boar...,,
NT50002.txt,1967-01-05,Mr. Holland,Adviser to the Board,,
NT50002.txt,1967-01-05,Mr. Molony,Assistant to the Board,,
NT50002.txt,1967-01-05,Mr. Fauver,Assistant to the Board,,
NT50002.txt,1967-01-05,Mr. Hackley,General Counsel,,
NT50002.txt,1967-01-05,Mr. Solomon,Director,,
NT50002.txt,1967-01-05,Mr. Daniels,Assistant Director,,
NT50002.txt,1967-01-05,Mr. Leavitt,Assistant Director,,
NT50002.txt,1967-01-05,Mr. Egertson,Assistant Director,,
NT50002.txt,1967-01-05,Miss Wolcott,Technical Assistant,,
NT50003.txt,1967-01-06,Mr. Robertson,Vice Chairman 1/,,Vice Chairman
NT50003.txt,1967-01-06,Mr. Shepardson,,,
NT50003.txt,1967-01-06,Mr. Mitchell,,,
NT50003.txt,1967-01-06,Mr. Daane,,,
NT50003.txt,1967-01-06,Mr. Maisel,,,
NT50003.txt,1967-01-06,Mr. Brimmer,,,
NT50003.txt,1967-01-06,Mr. Sherman,Secretary,,Secretary
NT50003.txt,1967-01-06,Mr. Kenyon,Assistant Secretary,,
NT50003.txt,1967-01-06,Mr. Broida,Assistant Secretary,,
NT50003.txt,1967-01-06,Mr. Bakke,Assistant Secretary,,
NT50003.txt,1967-01-06,Mr. Young,Senior Adviser to the Board,,
NT50003.txt,1967-01-06,Mr. Brill,Senior Adviser to the Boar...,,
NT50003.txt,1967-01-06,Mr. Holland,Adviser to the Board,,
NT50003.txt,1967-01-06,Mr. Solomon,Adviser to the Board and Director,,
NT50003.txt,1967-01-06,Mr. Molony,Assistant to the Board,,
NT50003.txt,1967-01-06,Mr. Fauver,Assistant to the Board,,
NT50003.txt,1967-01-06,Mr. Solomon,Director,,
NT50003.txt,1967-01-06,Miss Eaton,General Assistant,,
NT50003.txt,1967-01-06,Messrs. Koch,Partee,,
NT50003.txt,1967-01-06,Messrs. Sammons,Katz,,
NT50003.txt,1967-01-06,Mrs. Junz of,,,
NT50003.txt,1967-01-06,Mr. Bernard reported on the Government,,,
NT50004.txt,1967-01-09,Mr. Martin,Chairman,,Chairman
NT50004.txt,1967-01-09,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50004.txt,1967-01-09,Mr. Shepardson,,,
NT50004.txt,1967-01-09,Mr. Mitchell,,,
NT50004.txt,1967-01-09,Mr. Daane,,,
NT50004.txt,1967-01-09,Mr. Maisel,,,
NT50004.txt,1967-01-09,Mr. Brimmer,,,
NT50004.txt,1967-01-09,Mr. Sherman,Secretary,,Secretary
NT50004.txt,1967-01-09,Mr. Kenyon,Assistant Secretary,,
NT50004.txt,1967-01-09,Mr. Broida,Assistant Secretary,,
NT50004.txt,1967-01-09,Mr. Bakke,Assistant Secretary,,
NT50004.txt,1967-01-09,Mr. Young,Senior Adviser to the Board,,
NT50004.txt,1967-01-09,Mr. Brill,Senior Adviser to the Boar...,,
NT50004.txt,1967-01-09,Mr. Holland,Adviser to the Board,,
NT50004.txt,1967-01-09,Mr. Solomon,Adviser to the Board and Director,,
NT50004.txt,1967-01-09,Mr. Molony,Assistant to the Board,,
NT50004.txt,1967-01-09,Mr. Fauver,Assistant to the Board,,
NT50004.txt,1967-01-09,Mr. Hackley,General Counsel,,
NT50004.txt,1967-01-09,Mr. Solomon,Director,,
NT50004.txt,1967-01-09,Mr. Morgan,Staff Assistant,,
NT50004.txt,1967-01-09,Messrs. Koch,Williams,,
NT50004.txt,1967-01-09,Messrs. Sammons,Hersey,,
NT50004.txt,1967-01-09,Mrs. Junz of the,,,
NT50004.txt,1967-01-09,Messrs. Brill,Solomon,,
NT50004.txt,1967-01-09,Messrs. Hackley,Shay,,
NT50004.txt,1967-01-09,Mr. Golden of the Division of R e s e a r c h and Statistics,,,
NT50004.txt,1967-01-09,Messrs. Leavitt,Egertson,,
NT50005.txt,1967-01-11,Mr. Martin,Chairman,,Chairman
NT50005.txt,1967-01-11,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50005.txt,1967-01-11,Mr. Shepardson,,,
NT50005.txt,1967-01-11,Mr. Mitchell,,,
NT50005.txt,1967-01-11,Mr. Daane,,,
NT50005.txt,1967-01-11,Mr. Maisel,,,
NT50005.txt,1967-01-11,Mr. Brimmer,,,
NT50005.txt,1967-01-11,Mr. Sherman,Secretary,,Secretary
NT50005.txt,1967-01-11,Mr. Kenyon,Assistant Secretary,,
NT50005.txt,1967-01-11,Mr. Bakke,Assistant Secretary,,
NT50005.txt,1967-01-11,Mr. Young,Senior Adviser to the Board,,
NT50005.txt,1967-01-11,Mr. Brill,Senior Adviser to the Boar...,,
NT50005.txt,1967-01-11,Mr. Molony,Assistant to the Board,,
NT50005.txt,1967-01-11,Mr. Fauver,Assistant to the Board,,
NT50005.txt,1967-01-11,Mr. Hackley,General Counsel,,
NT50005.txt,1967-01-11,Mr. Solomon,Director,,
NT50005.txt,1967-01-11,Mr. Hexter,Associate General Counsel,,
NT50005.txt,1967-01-11,Mr. O'Connell,Assistant General Counsel,,
NT50005.txt,1967-01-11,Mr. Shay,Assistant General Counsel,,
NT50005.txt,1967-01-11,Mr. Koch,Deputy Director,,
NT50005.txt,1967-01-11,Mr. Smith,Associate Adviser,,
NT50005.txt,1967-01-11,Mr. Sammons,Associate Director,,
NT50005.txt,1967-01-11,Mr. Leavitt,Assistant Director,,
NT50005.txt,1967-01-11,Mr. Egertson,Assistant Director,,
NT50005.txt,1967-01-11,Messrs. Forrestal,Plotkin,,
NT50005.txt,1967-01-11,Mr. Thompson of the Division of Research and,,,
NT50005.txt,1967-01-11,Mr. Lyon,,,
NT50005.txt,1967-01-11,Mr. Maguire of the Division of,,,
NT50006.txt,1967-01-12,Mr. Martin,Chairman,,Chairman
NT50006.txt,1967-01-12,Mr. Robertson,Vice Chairman 1/,,Vice Chairman
NT50006.txt,1967-01-12,Mr. Shepardson,,,
NT50006.txt,1967-01-12,Mr. Mitchell,,,
NT50006.txt,1967-01-12,Mr. Daane,,,
NT50006.txt,1967-01-12,Mr. Maisel,,,
NT50006.txt,1967-01-12,Mr. Brimmer,,,
NT50006.txt,1967-01-12,Mr. Sherman,Secretary,,Secretary
NT50006.txt,1967-01-12,Mr. Kenyon,Assistant Secretary,,
NT50006.txt,1967-01-12,Mr. Bakke,Assistant Secretary,,
NT50006.txt,1967-01-12,Mr. Young,Senior Adviser to the Board,,
NT50006.txt,1967-01-12,Mr. Brill,Senior Adviser to the Boar...,,
NT50006.txt,1967-01-12,Mr. Holland,Adviser to the Board,,
NT50006.txt,1967-01-12,Mr. Solomon,Adviser to the Board and Director,,
NT50006.txt,1967-01-12,Mr. Molony,Assistant to the Board,,
NT50006.txt,1967-01-12,Mr. Fauver,Assistant to the Board,,
NT50006.txt,1967-01-12,Mr. Hackley,General Counsel,,
NT50006.txt,1967-01-12,Mr. Farrell,Director,,
NT50006.txt,1967-01-12,Mr. Johnson,Director,,
NT50006.txt,1967-01-12,Mr. Hexter,Associate General Counsel,,
NT50006.txt,1967-01-12,Mr. Shay,Assistant General Counsel,,
NT50006.txt,1967-01-12,Mr. Hooff,Assistant General Counsel,,
NT50006.txt,1967-01-12,Mr. Partee,Associate Director,,
NT50006.txt,1967-01-12,Mr. Leavitt,Assistant Director,,
NT50006.txt,1967-01-12,Mr. Dahl,Assistant Director,,
NT50006.txt,1967-01-12,Mr. Egertson,Assistant Director,,
NT50006.txt,1967-01-12,Mr. Forrestal,,,
NT50006.txt,1967-01-12,Mr. Sanders of the Legal,,,
NT50006.txt,1967-01-12,Mr. Fisher,,,
NT50006.txt,1967-01-12,Mr. Keir of the Division of,,,
NT50007.txt,1967-01-13,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50007.txt,1967-01-13,Mr. Shepardson,,,
NT50007.txt,1967-01-13,Mr. Mitchell,,,
NT50007.txt,1967-01-13,Mr. Daane,,,
NT50007.txt,1967-01-13,Mr. Maisel,,,
NT50007.txt,1967-01-13,Mr. Sherman,Secretary,,Secretary
NT50007.txt,1967-01-13,Mr. Kenyon,Assistant Secretary,,
NT50007.txt,1967-01-13,Mr. Broida,Assistant Secretary,,
NT50007.txt,1967-01-13,Mr. Young,Senior Adviser to the Board,,
NT50007.txt,1967-01-13,Mr. Brill,Senior Adviser to the Boar...,,
NT50007.txt,1967-01-13,Mr. Holland,Adviser to the Board,,
NT50007.txt,1967-01-13,Mr. Solomon,Adviser to the Board and Director,,
NT50007.txt,1967-01-13,Mr. Molony,Assistant to the Board,,
NT50007.txt,1967-01-13,Mr. Cardon,Legislative Counsel,,
NT50007.txt,1967-01-13,Mr. Fauver,Assistant to the Board,,
NT50007.txt,1967-01-13,Mr. Leavitt,Assistant Director,,
NT50007.txt,1967-01-13,Mr. Morgan,Staff Assistant,,
NT50007.txt,1967-01-13,Messrs. Koch,Williams,,
NT50007.txt,1967-01-13,Messrs. Sammons,Hersey,,
NT50007.txt,1967-01-13,Mr. Kelty reported on developments in the,,,
NT50007.txt,1967-01-13,Mr. Fry analyzed bank credit,,,
NT50007.txt,1967-01-13,Mr. Brill commented on Commerce Department estimates,,,
NT50007.txt,1967-01-13,Messrs. Brill,Solomon,,
NT50007.txt,1967-01-13,Messrs. Hackley,Hexter,,
NT50007.txt,1967-01-13,Mr. Solomon,,,
NT50007.txt,1967-01-13,Mr. Smith of the Division of Examinations,,,
NT50007.txt,1967-01-13,Mr. Johnson,Director,,
NT50007.txt,1967-01-13,Mr. Harris,Coordinator of Defense Planning,,
NT50008.txt,1967-01-16,Mr. Martin,Chairman,,Chairman
NT50008.txt,1967-01-16,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50008.txt,1967-01-16,Mr. Shepardson,,,
NT50008.txt,1967-01-16,Mr. Mitchell,,,
NT50008.txt,1967-01-16,Mr. Daane,,,
NT50008.txt,1967-01-16,Mr. Maisel,,,
NT50008.txt,1967-01-16,Mr. Brimmer,,,
NT50008.txt,1967-01-16,Mr. Sherman,Secretary,,Secretary
NT50008.txt,1967-01-16,Mr. Kenyon,Assistant Secretary,,
NT50008.txt,1967-01-16,Mr. Bakke,Assistant Secretary,,
NT50008.txt,1967-01-16,Mr. Brill,Senior Adviser to the Boar...,,
NT50008.txt,1967-01-16,Mr. Solomon,Adviser to the Board and Director,,
NT50008.txt,1967-01-16,Mr. Molony,Assistant to the Board,,
NT50008.txt,1967-01-16,Mr. Cardon,Legislative Counsel,,
NT50008.txt,1967-01-16,Mr. Fauver,Assistant to the Board,,
NT50008.txt,1967-01-16,Mr. Hackley,General Counsel,,
NT50008.txt,1967-01-16,Mr. Kelleher,Director,,
NT50008.txt,1967-01-16,Mr. Hexter,Associate General Counsel,,
NT50008.txt,1967-01-16,Mr. O'Connell,Assistant General,,
NT50008.txt,1967-01-16,Mr. Shay,Assistant General,,
NT50008.txt,1967-01-16,Mr. Partee,Associate Director,,
NT50008.txt,1967-01-16,Mr. Smith,Associate Adviser,,
NT50008.txt,1967-01-16,Mr. Sammons,Associate Director,,
NT50008.txt,1967-01-16,Mr. Leavitt,Assistant Director,,
NT50008.txt,1967-01-16,Mr. Egertson,Assistant Director,,
NT50008.txt,1967-01-16,Mr. Langham,Assistant Director,,
NT50008.txt,1967-01-16,Mrs. Semia,Technical Assistant,,
NT50008.txt,1967-01-16,Miss Hart,Mrs. Heller,,
NT50008.txt,1967-01-16,Mr. Sanders,Senior,,
NT50008.txt,1967-01-16,Mr. Golden,Senior Economist,,
NT50008.txt,1967-01-16,Messrs. Burton,Donovan,,
NT50008.txt,1967-01-16,Miss Greene of the Division of Examinations,,,
NT50009.txt,1967-01-17,Mr. Martin,Chairman,,Chairman
NT50009.txt,1967-01-17,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50009.txt,1967-01-17,Mr. Shepardson,,,
NT50009.txt,1967-01-17,Mr. Mitchell,,,
NT50009.txt,1967-01-17,Mr. Daane,,,
NT50009.txt,1967-01-17,Mr. Maisel,,,
NT50009.txt,1967-01-17,Mr. Brimmer,,,
NT50009.txt,1967-01-17,Mr. Sherman,Secretary,,Secretary
NT50009.txt,1967-01-17,Mr. Kenyon,Assistant Secretary,,
NT50009.txt,1967-01-17,Mr. Broida,Assistant Secretary,,
NT50009.txt,1967-01-17,Mr. Bakke,Assistant Secretary,,
NT50009.txt,1967-01-17,Mr. Young,Senior Adviser to the Board,,
NT50009.txt,1967-01-17,Mr. Brill,Senior Adviser to the Boar...,,
NT50009.txt,1967-01-17,Mr. Holland,Adviser to the Board,,
NT50009.txt,1967-01-17,Mr. Solomon,Adviser to the Board and Director,,
NT50009.txt,1967-01-17,Mr. Molony,Assistant to the Board,,
NT50009.txt,1967-01-17,Mr. Cardon,Legislative Counsel,,
NT50009.txt,1967-01-17,Mr. Fauver,Assistant to the Board,,
NT50009.txt,1967-01-17,Mr. Hackley,General Counsel,,
NT50009.txt,1967-01-17,Mr. Farrell,Director,,
NT50009.txt,1967-01-17,Mr. Kelleher,Director,,
NT50009.txt,1967-01-17,Mr. Kakalec,Controller,,
NT50009.txt,1967-01-17,Mr. O'Connell,Assistant General,,
NT50009.txt,1967-01-17,Mr. Shay,Assistant General,,
NT50009.txt,1967-01-17,Mr. Koch,Deputy Director,,
NT50009.txt,1967-01-17,Mr. Smith,Associate Adviser,,
NT50009.txt,1967-01-17,Mr. Sammons,Associate Director,,
NT50009.txt,1967-01-17,Mr. Daniels,Assistant Director,,
NT50009.txt,1967-01-17,Messrs. Leavitt,Dahl,,
NT50009.txt,1967-01-17,Mrs. Semia,Technical Assistant,,
NT50009.txt,1967-01-17,Miss Hart and Messrs. Cloth,Forrestal,,
NT50009.txt,1967-01-17,Mr. Fisher,,,
NT50009.txt,1967-01-17,Mr. Keir of the Division of,,,
NT50009.txt,1967-01-17,Mr. Ring of the Division of Bank Operations,,,
NT50009.txt,1967-01-17,Messrs. Maguire,Goodfellow,,
NT50010.txt,1967-01-18,Mr. Martin,Chairman,,Chairman
NT50010.txt,1967-01-18,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50010.txt,1967-01-18,Mr. Shepardson,,,
NT50010.txt,1967-01-18,Mr. Maisel,,,
NT50010.txt,1967-01-18,Mr. Brimmer,,,
NT50010.txt,1967-01-18,Mr. Sherman,Secretary,,Secretary
NT50010.txt,1967-01-18,Mr. Kenyon,Assistant Secretary,,
NT50010.txt,1967-01-18,Mr. Brill,Senior Adviser to the Boar...,,
NT50010.txt,1967-01-18,Mr. Fauver,Assistant to the Board,,
NT50010.txt,1967-01-18,Mr. Hackley,General Counsel,,
NT50010.txt,1967-01-18,Mr. Johnson,Director,,
NT50010.txt,1967-01-18,Mr. O'Connell,Assistant General Counsel,,
NT50010.txt,1967-01-18,Mr. Shay,Assistant General Counsel,,
NT50010.txt,1967-01-18,Mr. Sammons,Associate Director,,
NT50010.txt,1967-01-18,Mr. Leavitt,Assistant Director,,
NT50010.txt,1967-01-18,Mr. Smith,Assistant Director,,
NT50010.txt,1967-01-18,Mr. Dahl,Assistant Director,,
NT50010.txt,1967-01-18,Mr. Egertson,Assistant Director,,
NT50010.txt,1967-01-18,Mr. Hart,Assistant Director,,
NT50010.txt,1967-01-18,Mr. Forrestal,Senior Attorney,,
NT50010.txt,1967-01-18,Mr. Goodfellow,Review,,
NT50010.txt,1967-01-18,Mr. Pounds tone,Review,,
NT50011.txt,1967-01-20,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50011.txt,1967-01-20,Mr. Shepardson,,,
NT50011.txt,1967-01-20,Mr. Maisel,,,
NT50011.txt,1967-01-20,Mr. Brimmer,,,
NT50011.txt,1967-01-20,Mr. Sherman,Secretary,,Secretary
NT50011.txt,1967-01-20,Mr. Kenyon,Assistant Secretary,,
NT50011.txt,1967-01-20,Mr. Broida,Assistant Secretary,,
NT50011.txt,1967-01-20,Mr. Bakke,Assistant Secretary,,
NT50011.txt,1967-01-20,Mr. Young,Senior Adviser to the Board,,
NT50011.txt,1967-01-20,Mr. Brill,Senior Adviser to the Boar...,,
NT50011.txt,1967-01-20,Mr. Holland,Adviser to the Board,,
NT50011.txt,1967-01-20,Mr. Solomon,Adviser to the Board and Director,,
NT50011.txt,1967-01-20,Mr. Molony,Assistant to the Board,,
NT50011.txt,1967-01-20,Mr. Cardon,Legislative Counsel,,
NT50011.txt,1967-01-20,Mr. Fauver,Assistant to the Board,,
NT50011.txt,1967-01-20,Mr. Leavitt,Assistant Director,,
NT50011.txt,1967-01-20,Mr. Dahl,Assistant Director,,
NT50011.txt,1967-01-20,Mr. Morgan,Staff Assistant,,
NT50011.txt,1967-01-20,Messrs. Koch,Partee,,
NT50011.txt,1967-01-20,Messrs. Sammons,Hersey,,
NT50011.txt,1967-01-20,Mr. Bernard reviewed developments in the,,,
NT50011.txt,1967-01-20,Mr. Fry discussed bank credit projections,a n d,,
NT50011.txt,1967-01-20,Mr. Gemmill summarized recent currency swap transactions,foreign,,
NT50011.txt,1967-01-20,Messrs. Sherman,Kenyon,,
NT50011.txt,1967-01-20,Mr. Hackley,General Counsel,,
NT50011.txt,1967-01-20,Mr. Shay,Assistant General Counsel,,
NT50011.txt,1967-01-20,Mr. Egertson,Assistant Director,,
NT50011.txt,1967-01-20,Mr. Forrestal,Senior Attorneys,,
NT50011.txt,1967-01-20,Mr. Sanders,Senior Attorneys,,
NT50011.txt,1967-01-20,Mr. Grimwood,Assistant to the Director,,
NT50012.txt,1967-01-23,Mr. Martin,Chairman,,Chairman
NT50012.txt,1967-01-23,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50012.txt,1967-01-23,Mr. Shepardson,,,
NT50012.txt,1967-01-23,Mr. Maisel,,,
NT50012.txt,1967-01-23,Mr. Brimmer,,,
NT50012.txt,1967-01-23,Mr. Sherman,Secretary,,Secretary
NT50012.txt,1967-01-23,Mr. Kenyon,Assistant Secretary,,
NT50012.txt,1967-01-23,Mr. Bakke,Assistant Secretary,,
NT50012.txt,1967-01-23,Mr. Young,Senior Adviser to the Board,,
NT50012.txt,1967-01-23,Mr. Brill,Senior Adviser to the Boar...,,
NT50012.txt,1967-01-23,Mr. Holland,Adviser to the Board,,
NT50012.txt,1967-01-23,Mr. Molony,Assistant to the Board,,
NT50012.txt,1967-01-23,Mr. Cardon,Legislative Counsel,,
NT50012.txt,1967-01-23,Mr. Fauver,Assistant to the Board,,
NT50012.txt,1967-01-23,Mr. Hackley,General Counsel,,
NT50012.txt,1967-01-23,Mr. Byrne,Director,,
NT50012.txt,1967-01-23,Mr. Hexter,Associate General Counsel,,
NT50012.txt,1967-01-23,Mr. O'Connell,Assistant General Counsel,,
NT50012.txt,1967-01-23,Mr. Shay,Assistant General Counsel,,
NT50012.txt,1967-01-23,Mr. Sammons,Associate Director,,
NT50012.txt,1967-01-23,Mr. Daniels,Assistant Director,,
NT50012.txt,1967-01-23,Mr. Leavitt,Assistant Director,,
NT50012.txt,1967-01-23,Mr. Smith,Assistant Director,,
NT50012.txt,1967-01-23,Mr. Dahl,Assistant Director,,
NT50012.txt,1967-01-23,Mr. Sidman,Assistant Director,,
NT50012.txt,1967-01-23,Miss Wolcott,Technical Assistant,,
NT50012.txt,1967-01-23,Mr. Morgan,Staff Assistant,,
NT50012.txt,1967-01-23,Mr. Forrestal,,,
NT50012.txt,1967-01-23,Mr. Shuter,,,
NT50012.txt,1967-01-23,Mr. Miss Hart of the,,,
NT50012.txt,1967-01-23,Mr. Keir,Chief,,
NT50012.txt,1967-01-23,Mr. Ring,Technical Assistant,,
NT50012.txt,1967-01-23,Mr. Goodfellow,Review Examiner,,
NT50013.txt,1967-01-24,Mr. Martin,Chairman,,Chairman
NT50013.txt,1967-01-24,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50013.txt,1967-01-24,Mr. Shepardson,,,
NT50013.txt,1967-01-24,Mr. Maisel,,,
NT50013.txt,1967-01-24,Mr. Brimmer,,,
NT50013.txt,1967-01-24,Mr. Sherman,Secretary,,Secretary
NT50013.txt,1967-01-24,Mr. Kenyon,Assistant Secretary,,
NT50013.txt,1967-01-24,Mr. Bakke,Assistant Secretary,,
NT50013.txt,1967-01-24,Mr. Young,Senior Adviser to the Board,,
NT50013.txt,1967-01-24,Mr. Molony,Assistant to the Board,,
NT50013.txt,1967-01-24,Mr. Cardon,Legislative Counsel,,
NT50013.txt,1967-01-24,Mr. Fauver,Assistant to the Board,,
NT50013.txt,1967-01-24,Mr. Hackley,General Counsel,,
NT50013.txt,1967-01-24,Mr. O'Connell,Assistant General Counsel,,
NT50013.txt,1967-01-24,Mr. Shay,Assistant General Counsel,,
NT50013.txt,1967-01-24,Mr. Sammons,Associate Director,,
NT50013.txt,1967-01-24,Mr. Leavitt,Assistant Director,,
NT50013.txt,1967-01-24,Mr. Dahl,Assistant Director,,
NT50013.txt,1967-01-24,Mr. Egertson,Assistant Director,,
NT50013.txt,1967-01-24,Mr. Forrestal,Senior Attorneys,,
NT50013.txt,1967-01-24,Mrs. Heller,Senior Attorneys,,
NT50013.txt,1967-01-24,Mr. Maguire,Supervisory Review Examiner,,
NT50014.txt,1967-01-25,Mr. Martin,Chairman,,Chairman
NT50014.txt,1967-01-25,Mr. Shepardson,,,
NT50014.txt,1967-01-25,Mr. Maisel,,,
NT50014.txt,1967-01-25,Mr. Brimmer,,,
NT50014.txt,1967-01-25,Mr. Sherman,Secretary,,Secretary
NT50014.txt,1967-01-25,Mr. Kenyon,Assistant Secretary,,
NT50014.txt,1967-01-25,Mr. Young,Senior Adviser to the Board,,
NT50014.txt,1967-01-25,Mr. Molony,Assistant to the Board,,
NT50014.txt,1967-01-25,Mr. Cardon,Legislative Counsel,,
NT50014.txt,1967-01-25,Mr. Fauver,Assistant to the Board,,
NT50014.txt,1967-01-25,Mr. Hackley,General Counsel,,
NT50014.txt,1967-01-25,Mr. Shay,Assistant General Counsel,,
NT50014.txt,1967-01-25,Mr. Sammons,Associate Director,,
NT50014.txt,1967-01-25,Mr. Leavitt,Assistant Director,,
NT50014.txt,1967-01-25,Miss Eaton,General Assistant,,
NT50014.txt,1967-01-25,Mr. Morgan,Staff Assistant,,
NT50014.txt,1967-01-25,Mr. Forrestal,Senior Attorney,,
NT50014.txt,1967-01-25,Mr. Emery,Economist,,
NT50015.txt,1967-01-26,Mr. Martin,Chairman 1/,,Chairman
NT50015.txt,1967-01-26,Mr. Robertson,Vice Chairman,,Vice Chairman
NT50015.txt,1967-01-26,Mr. Shepardson 2/,,,
NT50015.txt,1967-01-26,Mr. Mitchell,,,
NT50015.txt,1967-01-26,Mr. Maisel,,,
NT50015.txt,1967-01-26,Mr. Brimmer,,,
NT50015.txt,1967-01-26,Mr. Sherman,Secretary,,Secretary
NT50015.txt,1967-01-26,Mr. Kenyon,Assistant Secretary,,
NT50015.txt,1967-01-26,Mr. Bakke,Assistant Secretary,,
NT50015.txt,1967-01-26,Mr. Young,Senior Adviser to the Board,,
NT50015.txt,1967-01-26,Mr. Fauver,Assistant to the Board,,
NT50015.txt,1967-01-26,Mr. Hackley,General Counsel,,
NT50015.txt,1967-01-26,Mr. Hexter,Associate General Counsel,,
NT50015.txt,1967-01-26,Mr. O'Connell,Assistant General Counsel,,
NT50015.txt,1967-01-26,Mr. Shay,Assistant General Counsel,,
NT50015.txt,1967-01-26,Mr. Sammons,Associate Director,,
NT50015.txt,1967-01-26,Mr. Leavitt,Assistant Director,,
